pair,mode,subject,fold,acc,kappa,f1,n
HOC/WFE,fbc,18,1,62.5,0.25,0.6,16
HOC/WFE,fbc,18,2,68.75,0.375,0.6862745098039216,16
HOC/WFE,fbc,18,3,56.25,0.125,0.5465587044534412,16
HOC/WFE,fbc,18,4,50.0,0.0,0.4666666666666667,16
HOC/WFE,fbc,18,5,62.5,0.25,0.6190476190476191,16
HOC/WFE,raw,1,1,66.66666666666666,0.33333333333333326,0.6625,18
HOC/WFE,raw,1,2,77.77777777777779,0.5555555555555556,0.775,18
HOC/WFE,raw,1,3,66.66666666666666,0.33333333333333326,0.6666666666666666,18
HOC/WFE,raw,1,4,55.55555555555556,0.11111111111111116,0.55,18
HOC/WFE,raw,1,5,72.22222222222221,0.4444444444444444,0.7142857142857142,18
HOC/WFE,raw,2,1,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,2,2,75.0,0.5,0.746031746031746,16
HOC/WFE,raw,2,3,37.5,-0.25,0.3333333333333333,16
HOC/WFE,raw,2,4,68.75,0.375,0.6761133603238867,16
HOC/WFE,raw,2,5,50.0,0.0,0.4920634920634921,16
HOC/WFE,raw,3,1,50.0,0.0,0.4920634920634921,16
HOC/WFE,raw,3,2,25.0,-0.5,0.25,16
HOC/WFE,raw,3,3,37.5,-0.25,0.3333333333333333,16
HOC/WFE,raw,3,4,31.25,-0.375,0.30980392156862746,16
HOC/WFE,raw,3,5,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,4,1,68.75,0.375,0.6862745098039216,16
HOC/WFE,raw,4,2,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,4,3,62.5,0.25,0.625,16
HOC/WFE,raw,4,4,50.0,0.0,0.5,16
HOC/WFE,raw,4,5,75.0,0.5,0.746031746031746,16
HOC/WFE,raw,5,1,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,5,2,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,5,3,43.75,-0.125,0.43529411764705883,16
HOC/WFE,raw,5,4,43.75,-0.125,0.43529411764705883,16
HOC/WFE,raw,5,5,75.0,0.5,0.746031746031746,16
HOC/WFE,raw,6,1,43.75,-0.125,0.43529411764705883,16
HOC/WFE,raw,6,2,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,6,3,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,6,4,62.5,0.25,0.6,16
HOC/WFE,raw,6,5,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,7,1,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,7,2,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,7,3,75.0,0.5,0.75,16
HOC/WFE,raw,7,4,37.5,-0.25,0.3333333333333333,16
HOC/WFE,raw,7,5,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,8,1,62.5,0.25,0.625,16
HOC/WFE,raw,8,2,62.5,0.25,0.625,16
HOC/WFE,raw,8,3,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,8,4,62.5,0.25,0.625,16
HOC/WFE,raw,8,5,75.0,0.5,0.75,16
HOC/WFE,raw,9,1,81.25,0.625,0.8056680161943319,16
HOC/WFE,raw,9,2,50.0,0.0,0.4920634920634921,16
HOC/WFE,raw,9,3,25.0,-0.5,0.25,16
HOC/WFE,raw,9,4,68.75,0.375,0.6862745098039216,16
HOC/WFE,raw,9,5,50.0,0.0,0.5,16
HOC/WFE,raw,10,1,50.0,0.0,0.4666666666666667,16
HOC/WFE,raw,10,2,18.75,-0.625,0.1843137254901961,16
HOC/WFE,raw,10,3,31.25,-0.375,0.2874493927125506,16
HOC/WFE,raw,10,4,68.75,0.375,0.6862745098039216,16
HOC/WFE,raw,10,5,50.0,0.0,0.4920634920634921,16
HOC/WFE,raw,11,1,62.5,0.25,0.6190476190476191,16
HOC/WFE,raw,11,2,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,11,3,43.75,-0.125,0.41700404858299595,16
HOC/WFE,raw,11,4,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,11,5,81.25,0.625,0.8117647058823529,16
HOC/WFE,raw,12,1,50.0,0.0,0.4666666666666667,16
HOC/WFE,raw,12,2,68.75,0.375,0.6862745098039216,16
HOC/WFE,raw,12,3,37.5,-0.25,0.36507936507936506,16
HOC/WFE,raw,12,4,43.75,-0.125,0.43529411764705883,16
HOC/WFE,raw,12,5,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,13,1,50.0,0.0,0.5,16
HOC/WFE,raw,13,2,62.5,0.25,0.625,16
HOC/WFE,raw,13,3,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,13,4,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,13,5,50.0,0.0,0.4666666666666667,16
HOC/WFE,raw,14,1,50.0,0.0,0.4920634920634921,16
HOC/WFE,raw,14,2,37.5,-0.25,0.36507936507936506,16
HOC/WFE,raw,14,3,68.75,0.375,0.6862745098039216,16
HOC/WFE,raw,14,4,43.75,-0.125,0.43529411764705883,16
HOC/WFE,raw,14,5,62.5,0.25,0.625,16
HOC/WFE,raw,15,1,62.5,0.25,0.6,16
HOC/WFE,raw,15,2,62.5,0.25,0.6,16
HOC/WFE,raw,15,3,62.5,0.25,0.6190476190476191,16
HOC/WFE,raw,15,4,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,15,5,62.5,0.25,0.6190476190476191,16
HOC/WFE,raw,16,1,43.75,-0.125,0.43529411764705883,16
HOC/WFE,raw,16,2,62.5,0.25,0.6,16
HOC/WFE,raw,16,3,68.75,0.375,0.6862745098039216,16
HOC/WFE,raw,16,4,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,16,5,50.0,0.0,0.5,16
HOC/WFE,raw,17,1,43.75,-0.125,0.43529411764705883,16
HOC/WFE,raw,17,2,56.25,0.125,0.5607843137254902,16
HOC/WFE,raw,17,3,56.25,0.125,0.5151515151515151,16
HOC/WFE,raw,17,4,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,17,5,50.0,0.0,0.4920634920634921,16
HOC/WFE,raw,18,1,75.0,0.5,0.75,16
HOC/WFE,raw,18,2,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,18,3,56.25,0.125,0.5465587044534412,16
HOC/WFE,raw,18,4,43.75,-0.125,0.41700404858299595,16
HOC/WFE,raw,18,5,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,1,1,55.55555555555556,0.11111111111111116,0.5555555555555556,18
SAA/SFE,fbc,1,2,50.0,0.0,0.4984520123839009,18
SAA/SFE,fbc,1,3,61.111111111111114,0.22222222222222232,0.5418181818181818,18
SAA/SFE,fbc,1,4,50.0,0.0,0.4857142857142857,18
SAA/SFE,fbc,1,5,44.44444444444444,-0.11111111111111116,0.41558441558441556,18
SAA/SFE,fbc,2,1,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,2,2,50.0,0.0,0.4666666666666667,16
SAA/SFE,fbc,2,3,43.75,-0.125,0.43529411764705883,16
SAA/SFE,fbc,2,4,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,2,5,18.75,-0.625,0.15789473684210525,16
SAA/SFE,fbc,3,1,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,3,2,56.25,0.125,0.5465587044534412,16
SAA/SFE,fbc,3,3,68.75,0.375,0.6862745098039216,16
SAA/SFE,fbc,3,4,56.25,0.125,0.5465587044534412,16
SAA/SFE,fbc,3,5,50.0,0.0,0.4666666666666667,16
SAA/SFE,fbc,4,1,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,4,2,50.0,0.0,0.4920634920634921,16
SAA/SFE,fbc,4,3,50.0,0.0,0.4920634920634921,16
SAA/SFE,fbc,4,4,31.25,-0.375,0.23809523809523808,16
SAA/SFE,fbc,4,5,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,5,1,41.17647058823529,-0.1971830985915494,0.39285714285714285,17
SAA/SFE,fbc,5,2,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,5,3,37.5,-0.25,0.36507936507936506,16
SAA/SFE,fbc,5,4,56.25,0.125,0.5465587044534412,16
SAA/SFE,fbc,5,5,31.25,-0.375,0.2874493927125506,16
SAA/SFE,fbc,6,1,56.25,0.125,0.5465587044534412,16
SAA/SFE,fbc,6,2,75.0,0.5,0.746031746031746,16
SAA/SFE,fbc,6,3,50.0,0.0,0.4666666666666667,16
SAA/SFE,fbc,6,4,43.75,-0.125,0.43529411764705883,16
SAA/SFE,fbc,6,5,62.5,0.25,0.625,16
SAA/SFE,fbc,7,1,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,7,2,62.5,0.25,0.5636363636363637,16
SAA/SFE,fbc,7,3,37.5,-0.25,0.3333333333333333,16
SAA/SFE,fbc,7,4,62.5,0.25,0.6190476190476191,16
SAA/SFE,fbc,7,5,37.5,-0.25,0.36507936507936506,16
SAA/SFE,fbc,8,1,50.0,0.0,0.4920634920634921,16
SAA/SFE,fbc,8,2,50.0,0.0,0.4666666666666667,16
SAA/SFE,fbc,8,3,56.25,0.125,0.5151515151515151,16
SAA/SFE,fbc,8,4,68.75,0.375,0.6761133603238867,16
SAA/SFE,fbc,8,5,62.5,0.25,0.5636363636363637,16
SAA/SFE,fbc,9,1,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,9,2,50.0,0.0,0.4920634920634921,16
SAA/SFE,fbc,9,3,31.25,-0.375,0.30980392156862746,16
SAA/SFE,fbc,9,4,37.5,-0.25,0.3333333333333333,16
SAA/SFE,fbc,9,5,43.75,-0.125,0.30434782608695654,16
SAA/SFE,fbc,10,1,43.75,-0.125,0.41700404858299595,16
SAA/SFE,fbc,10,2,50.0,0.0,0.4920634920634921,16
SAA/SFE,fbc,10,3,50.0,0.0,0.4920634920634921,16
SAA/SFE,fbc,10,4,37.5,-0.25,0.36507936507936506,16
SAA/SFE,fbc,10,5,37.5,-0.25,0.375,16
SAA/SFE,fbc,11,1,75.0,0.5,0.75,16
SAA/SFE,fbc,11,2,56.25,0.125,0.5607843137254902,16
SAA/SFE,fbc,11,3,37.5,-0.25,0.36507936507936506,16
SAA/SFE,fbc,11,4,18.75,-0.625,0.1843137254901961,16
SAA/SFE,fbc,11,5,50.0,0.0,0.4920634920634921,16
SAA/SFE,fbc,12,1,56.25,0.125,0.5465587044534412,16
SAA/SFE,fbc,12,2,37.5,-0.25,0.36507936507936506,16
SAA/SFE,fbc,12,3,43.75,-0.125,0.37662337662337664,16
SAA/SFE,fbc,12,4,43.75,-0.125,0.37662337662337664,16
SAA/SFE,fbc,12,5,50.0,0.0,0.4181818181818182,16
SAA/SFE,fbc,13,1,68.75,0.375,0.6536796536796536,16
SAA/SFE,fbc,13,2,56.25,0.125,0.5151515151515151,16
SAA/SFE,fbc,13,3,43.75,-0.125,0.41700404858299595,16
SAA/SFE,fbc,13,4,68.75,0.375,0.6862745098039216,16
SAA/SFE,fbc,13,5,50.0,0.0,0.4920634920634921,16
SAA/SFE,fbc,14,1,50.0,0.0,0.5,16
SAA/SFE,fbc,14,2,25.0,-0.5,0.25,16
SAA/SFE,fbc,14,3,68.75,0.375,0.6536796536796536,16
SAA/SFE,fbc,14,4,50.0,0.0,0.4181818181818182,16
SAA/SFE,fbc,14,5,37.5,-0.25,0.2727272727272727,16
SAA/SFE,fbc,15,1,37.5,-0.25,0.375,16
SAA/SFE,fbc,15,2,25.0,-0.5,0.25,16
SAA/SFE,fbc,15,3,37.5,-0.25,0.3333333333333333,16
SAA/SFE,fbc,15,4,50.0,0.0,0.5,16
SAA/SFE,fbc,15,5,56.25,0.125,0.5465587044534412,16
SAA/SFE,fbc,16,1,37.5,-0.25,0.36507936507936506,16
SAA/SFE,fbc,16,2,43.75,-0.125,0.43529411764705883,16
SAA/SFE,fbc,16,3,50.0,0.0,0.4181818181818182,16
SAA/SFE,fbc,16,4,62.5,0.25,0.5636363636363637,16
SAA/SFE,fbc,16,5,50.0,0.0,0.5,16
SAA/SFE,fbc,17,1,56.25,0.125,0.5465587044534412,16
SAA/SFE,fbc,17,2,62.5,0.25,0.6,16
SAA/SFE,fbc,17,3,62.5,0.25,0.6190476190476191,16
SAA/SFE,fbc,17,4,37.5,-0.25,0.36507936507936506,16
SAA/SFE,fbc,17,5,43.75,-0.125,0.41700404858299595,16
SAA/SFE,fbc,18,1,62.5,0.25,0.6190476190476191,16
SAA/SFE,fbc,18,2,75.0,0.5,0.746031746031746,16
SAA/SFE,fbc,18,3,62.5,0.25,0.6,16
SAA/SFE,fbc,18,4,75.0,0.5,0.746031746031746,16
SAA/SFE,fbc,18,5,75.0,0.5,0.75,16
SAA/SFE,raw,1,1,33.33333333333333,-0.33333333333333337,0.325,18
SAA/SFE,raw,1,2,44.44444444444444,-0.11111111111111116,0.4375,18
SAA/SFE,raw,1,3,50.0,0.0,0.4984520123839009,18
SAA/SFE,raw,1,4,44.44444444444444,-0.11111111111111116,0.4375,18
SAA/SFE,raw,1,5,44.44444444444444,-0.11111111111111116,0.41558441558441556,18
SAA/SFE,raw,2,1,50.0,0.0,0.5,16
SAA/SFE,raw,2,2,37.5,-0.25,0.36507936507936506,16
SAA/SFE,raw,2,3,68.75,0.375,0.6862745098039216,16
SAA/SFE,raw,2,4,68.75,0.375,0.6862745098039216,16
SAA/SFE,raw,2,5,43.75,-0.125,0.37662337662337664,16
SAA/SFE,raw,3,1,68.75,0.375,0.6761133603238867,16
SAA/SFE,raw,3,2,75.0,0.5,0.746031746031746,16
SAA/SFE,raw,3,3,50.0,0.0,0.4666666666666667,16
SAA/SFE,raw,3,4,68.75,0.375,0.6862745098039216,16
SAA/SFE,raw,3,5,50.0,0.0,0.5,16
SAA/SFE,raw,4,1,62.5,0.25,0.625,16
SAA/SFE,raw,4,2,68.75,0.375,0.6761133603238867,16
SAA/SFE,raw,4,3,56.25,0.125,0.5465587044534412,16
SAA/SFE,raw,4,4,50.0,0.0,0.4666666666666667,16
SAA/SFE,raw,4,5,37.5,-0.25,0.375,16
SAA/SFE,raw,5,1,41.17647058823529,-0.18055555555555566,0.4097222222222222,17
SAA/SFE,raw,5,2,43.75,-0.125,0.43529411764705883,16
SAA/SFE,raw,5,3,50.0,0.0,0.5,16
SAA/SFE,raw,5,4,50.0,0.0,0.4920634920634921,16
SAA/SFE,raw,5,5,25.0,-0.5,0.23809523809523808,16
SAA/SFE,raw,6,1,50.0,0.0,0.4920634920634921,16
SAA/SFE,raw,6,2,81.25,0.625,0.8117647058823529,16
SAA/SFE,raw,6,3,68.75,0.375,0.6862745098039216,16
SAA/SFE,raw,6,4,62.5,0.25,0.6190476190476191,16
SAA/SFE,raw,6,5,62.5,0.25,0.6190476190476191,16
SAA/SFE,raw,7,1,75.0,0.5,0.75,16
SAA/SFE,raw,7,2,62.5,0.25,0.625,16
SAA/SFE,raw,7,3,37.5,-0.25,0.36507936507936506,16
SAA/SFE,raw,7,4,31.25,-0.375,0.30980392156862746,16
SAA/SFE,raw,7,5,43.75,-0.125,0.37662337662337664,16
SAA/SFE,raw,8,1,56.25,0.125,0.5151515151515151,16
SAA/SFE,raw,8,2,43.75,-0.125,0.41700404858299595,16
SAA/SFE,raw,8,3,43.75,-0.125,0.43529411764705883,16
SAA/SFE,raw,8,4,68.75,0.375,0.6761133603238867,16
SAA/SFE,raw,8,5,68.75,0.375,0.6536796536796536,16
SAA/SFE,raw,9,1,56.25,0.125,0.5607843137254902,16
SAA/SFE,raw,9,2,31.25,-0.375,0.30980392156862746,16
SAA/SFE,raw,9,3,43.75,-0.125,0.43529411764705883,16
SAA/SFE,raw,9,4,62.5,0.25,0.6,16
SAA/SFE,raw,9,5,43.75,-0.125,0.37662337662337664,16
SAA/SFE,raw,10,1,50.0,0.0,0.4920634920634921,16
SAA/SFE,raw,10,2,43.75,-0.125,0.43529411764705883,16
SAA/SFE,raw,10,3,50.0,0.0,0.5,16
SAA/SFE,raw,10,4,62.5,0.25,0.6190476190476191,16
SAA/SFE,raw,10,5,62.5,0.25,0.625,16
SAA/SFE,raw,11,1,75.0,0.5,0.746031746031746,16
SAA/SFE,raw,11,2,56.25,0.125,0.5607843137254902,16
SAA/SFE,raw,11,3,50.0,0.0,0.4920634920634921,16
SAA/SFE,raw,11,4,37.5,-0.25,0.375,16
SAA/SFE,raw,11,5,43.75,-0.125,0.41700404858299595,16
SAA/SFE,raw,12,1,37.5,-0.25,0.3333333333333333,16
SAA/SFE,raw,12,2,37.5,-0.25,0.375,16
SAA/SFE,raw,12,3,37.5,-0.25,0.3333333333333333,16
SAA/SFE,raw,12,4,62.5,0.25,0.6,16
SAA/SFE,raw,12,5,37.5,-0.25,0.3333333333333333,16
SAA/SFE,raw,13,1,50.0,0.0,0.5,16
SAA/SFE,raw,13,2,68.75,0.375,0.6536796536796536,16
SAA/SFE,raw,13,3,43.75,-0.125,0.41700404858299595,16
SAA/SFE,raw,13,4,62.5,0.25,0.625,16
SAA/SFE,raw,13,5,31.25,-0.375,0.30980392156862746,16
SAA/SFE,raw,14,1,68.75,0.375,0.6536796536796536,16
SAA/SFE,raw,14,2,50.0,0.0,0.4920634920634921,16
SAA/SFE,raw,14,3,56.25,0.125,0.5465587044534412,16
SAA/SFE,raw,14,4,62.5,0.25,0.6,16
SAA/SFE,raw,14,5,37.5,-0.25,0.36507936507936506,16
SAA/SFE,raw,15,1,68.75,0.375,0.6862745098039216,16
SAA/SFE,raw,15,2,37.5,-0.25,0.36507936507936506,16
SAA/SFE,raw,15,3,31.25,-0.375,0.30980392156862746,16
SAA/SFE,raw,15,4,43.75,-0.125,0.41700404858299595,16
SAA/SFE,raw,15,5,68.75,0.375,0.6862745098039216,16
SAA/SFE,raw,16,1,50.0,0.0,0.4920634920634921,16
SAA/SFE,raw,16,2,62.5,0.25,0.6190476190476191,16
SAA/SFE,raw,16,3,62.5,0.25,0.6190476190476191,16
SAA/SFE,raw,16,4,62.5,0.25,0.6190476190476191,16
SAA/SFE,raw,16,5,68.75,0.375,0.6862745098039216,16
SAA/SFE,raw,17,1,50.0,0.0,0.4920634920634921,16
SAA/SFE,raw,17,2,56.25,0.125,0.5607843137254902,16
SAA/SFE,raw,17,3,56.25,0.125,0.5607843137254902,16
SAA/SFE,raw,17,4,50.0,0.0,0.5,16
SAA/SFE,raw,17,5,31.25,-0.375,0.30980392156862746,16
SAA/SFE,raw,18,1,87.5,0.75,0.873015873015873,16
SAA/SFE,raw,18,2,87.5,0.75,0.873015873015873,16
SAA/SFE,raw,18,3,68.75,0.375,0.6862745098039216,16
SAA/SFE,raw,18,4,68.75,0.375,0.6761133603238867,16
SAA/SFE,raw,18,5,75.0,0.5,0.75,16
SPS/SAA,fbc,1,1,44.44444444444444,-0.11111111111111116,0.41558441558441556,18
SPS/SAA,fbc,1,2,44.44444444444444,-0.11111111111111116,0.4375,18
SPS/SAA,fbc,1,3,55.55555555555556,0.11111111111111116,0.55,18
SPS/SAA,fbc,1,4,38.88888888888889,-0.2222222222222222,0.37142857142857144,18
SPS/SAA,fbc,1,5,50.0,0.0,0.4984520123839009,18
SPS/SAA,fbc,2,1,43.75,-0.125,0.41700404858299595,16
SPS/SAA,fbc,2,2,50.0,0.0,0.4920634920634921,16
SPS/SAA,fbc,2,3,43.75,-0.125,0.37662337662337664,16
SPS/SAA,fbc,2,4,50.0,0.0,0.4920634920634921,16
SPS/SAA,fbc,2,5,25.0,-0.5,0.2,16
SPS/SAA,fbc,3,1,62.5,0.25,0.6,16
SPS/SAA,fbc,3,2,93.75,0.875,0.9372549019607843,16
SPS/SAA,fbc,3,3,81.25,0.625,0.8117647058823529,16
SPS/SAA,fbc,3,4,75.0,0.5,0.746031746031746,16
SPS/SAA,fbc,3,5,81.25,0.625,0.8056680161943319,16
SPS/SAA,fbc,4,1,75.0,0.5,0.75,16
SPS/SAA,fbc,4,2,93.75,0.875,0.9372549019607843,16
SPS/SAA,fbc,4,3,87.5,0.75,0.875,16
SPS/SAA,fbc,4,4,81.25,0.625,0.8117647058823529,16
SPS/SAA,fbc,4,5,68.75,0.375,0.6761133603238867,16
SPS/SAA,fbc,5,1,43.75,-0.125,0.43529411764705883,16
SPS/SAA,fbc,5,2,43.75,-0.125,0.41700404858299595,16
SPS/SAA,fbc,5,3,50.0,0.0,0.5,16
SPS/SAA,fbc,5,4,50.0,0.0,0.5,16
SPS/SAA,fbc,5,5,25.0,-0.5,0.25,16
SPS/SAA,fbc,6,1,56.25,0.125,0.5607843137254902,16
SPS/SAA,fbc,6,2,37.5,-0.25,0.36507936507936506,16
SPS/SAA,fbc,6,3,56.25,0.125,0.5465587044534412,16
SPS/SAA,fbc,6,4,50.0,0.0,0.4666666666666667,16
SPS/SAA,fbc,6,5,37.5,-0.25,0.3333333333333333,16
SPS/SAA,fbc,7,1,62.5,0.25,0.6190476190476191,16
SPS/SAA,fbc,7,2,81.25,0.625,0.8117647058823529,16
SPS/SAA,fbc,7,3,62.5,0.25,0.625,16
SPS/SAA,fbc,7,4,50.0,0.0,0.4666666666666667,16
SPS/SAA,fbc,7,5,75.0,0.5,0.746031746031746,16
SPS/SAA,fbc,8,1,75.0,0.5,0.7333333333333334,16
SPS/SAA,fbc,8,2,43.75,-0.125,0.30434782608695654,16
SPS/SAA,fbc,8,3,62.5,0.25,0.6,16
SPS/SAA,fbc,8,4,43.75,-0.125,0.43529411764705883,16
SPS/SAA,fbc,8,5,50.0,0.0,0.4666666666666667,16
SPS/SAA,fbc,9,1,56.25,0.125,0.5607843137254902,16
SPS/SAA,fbc,9,2,68.75,0.375,0.6862745098039216,16
SPS/SAA,fbc,9,3,43.75,-0.125,0.43529411764705883,16
SPS/SAA,fbc,9,4,31.25,-0.375,0.2874493927125506,16
SPS/SAA,fbc,9,5,37.5,-0.25,0.3333333333333333,16
SPS/SAA,fbc,10,1,68.75,0.375,0.6862745098039216,16
SPS/SAA,fbc,10,2,56.25,0.125,0.5151515151515151,16
SPS/SAA,fbc,10,3,50.0,0.0,0.4920634920634921,16
SPS/SAA,fbc,10,4,75.0,0.5,0.746031746031746,16
SPS/SAA,fbc,10,5,50.0,0.0,0.4666666666666667,16
SPS/SAA,fbc,11,1,37.5,-0.25,0.3333333333333333,16
SPS/SAA,fbc,11,2,43.75,-0.125,0.43529411764705883,16
SPS/SAA,fbc,11,3,37.5,-0.25,0.36507936507936506,16
SPS/SAA,fbc,11,4,50.0,0.0,0.4666666666666667,16
SPS/SAA,fbc,11,5,56.25,0.125,0.5607843137254902,16
SPS/SAA,fbc,12,1,37.5,-0.25,0.2727272727272727,16
SPS/SAA,fbc,12,2,56.25,0.125,0.5607843137254902,16
SPS/SAA,fbc,12,3,50.0,0.0,0.4920634920634921,16
SPS/SAA,fbc,12,4,50.0,0.0,0.4920634920634921,16
SPS/SAA,fbc,12,5,75.0,0.5,0.746031746031746,16
SPS/SAA,fbc,13,1,62.5,0.25,0.625,16
SPS/SAA,fbc,13,2,56.25,0.125,0.5465587044534412,16
SPS/SAA,fbc,13,3,75.0,0.5,0.746031746031746,16
SPS/SAA,fbc,13,4,75.0,0.5,0.75,16
SPS/SAA,fbc,13,5,75.0,0.5,0.7333333333333334,16
SPS/SAA,fbc,14,1,75.0,0.5,0.75,16
SPS/SAA,fbc,14,2,56.25,0.125,0.5607843137254902,16
SPS/SAA,fbc,14,3,62.5,0.25,0.6190476190476191,16
SPS/SAA,fbc,14,4,68.75,0.375,0.6862745098039216,16
SPS/SAA,fbc,14,5,31.25,-0.375,0.30980392156862746,16
SPS/SAA,fbc,15,1,56.25,0.125,0.5151515151515151,16
SPS/SAA,fbc,15,2,56.25,0.125,0.5607843137254902,16
SPS/SAA,fbc,15,3,56.25,0.125,0.5151515151515151,16
SPS/SAA,fbc,15,4,37.5,-0.25,0.3333333333333333,16
SPS/SAA,fbc,15,5,43.75,-0.125,0.41700404858299595,16
SPS/SAA,fbc,16,1,62.5,0.25,0.6190476190476191,16
SPS/SAA,fbc,16,2,56.25,0.125,0.5465587044534412,16
SPS/SAA,fbc,16,3,43.75,-0.125,0.37662337662337664,16
SPS/SAA,fbc,16,4,50.0,0.0,0.4920634920634921,16
SPS/SAA,fbc,16,5,68.75,0.375,0.6862745098039216,16
SPS/SAA,fbc,17,1,56.25,0.125,0.5465587044534412,16
SPS/SAA,fbc,17,2,43.75,-0.125,0.41700404858299595,16
SPS/SAA,fbc,17,3,37.5,-0.25,0.36507936507936506,16
SPS/SAA,fbc,17,4,50.0,0.0,0.4920634920634921,16
SPS/SAA,fbc,17,5,43.75,-0.125,0.43529411764705883,16
SPS/SAA,fbc,18,1,50.0,0.0,0.4666666666666667,16
SPS/SAA,fbc,18,2,56.25,0.125,0.5607843137254902,16
SPS/SAA,fbc,18,3,56.25,0.125,0.5465587044534412,16
SPS/SAA,fbc,18,4,68.75,0.375,0.6536796536796536,16
SPS/SAA,fbc,18,5,75.0,0.5,0.746031746031746,16
SPS/SAA,raw,1,1,50.0,0.0,0.4857142857142857,18
SPS/SAA,raw,1,2,44.44444444444444,-0.11111111111111116,0.4375,18
SPS/SAA,raw,1,3,55.55555555555556,0.11111111111111116,0.5555555555555556,18
SPS/SAA,raw,1,4,38.88888888888889,-0.2222222222222222,0.38699690402476783,18
SPS/SAA,raw,1,5,61.111111111111114,0.22222222222222232,0.6,18
SPS/SAA,raw,2,1,37.5,-0.25,0.36507936507936506,16
SPS/SAA,raw,2,2,43.75,-0.125,0.41700404858299595,16
SPS/SAA,raw,2,3,50.0,0.0,0.4920634920634921,16
SPS/SAA,raw,2,4,68.75,0.375,0.6761133603238867,16
SPS/SAA,raw,2,5,43.75,-0.125,0.30434782608695654,16
SPS/SAA,raw,3,1,68.75,0.375,0.6862745098039216,16
SPS/SAA,raw,3,2,81.25,0.625,0.8117647058823529,16
SPS/SAA,raw,3,3,68.75,0.375,0.6536796536796536,16
SPS/SAA,raw,3,4,93.75,0.875,0.9372549019607843,16
SPS/SAA,raw,3,5,87.5,0.75,0.875,16
SPS/SAA,raw,4,1,81.25,0.625,0.8056680161943319,16
SPS/SAA,raw,4,2,81.25,0.625,0.8056680161943319,16
SPS/SAA,raw,4,3,81.25,0.625,0.8117647058823529,16
SPS/SAA,raw,4,4,81.25,0.625,0.8117647058823529,16
SPS/SAA,raw,4,5,50.0,0.0,0.4920634920634921,16
SPS/SAA,raw,5,1,62.5,0.25,0.6190476190476191,16
SPS/SAA,raw,5,2,37.5,-0.25,0.375,16
SPS/SAA,raw,5,3,37.5,-0.25,0.36507936507936506,16
SPS/SAA,raw,5,4,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,5,5,31.25,-0.375,0.30980392156862746,16
SPS/SAA,raw,6,1,43.75,-0.125,0.43529411764705883,16
SPS/SAA,raw,6,2,31.25,-0.375,0.30980392156862746,16
SPS/SAA,raw,6,3,75.0,0.5,0.746031746031746,16
SPS/SAA,raw,6,4,43.75,-0.125,0.41700404858299595,16
SPS/SAA,raw,6,5,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,7,1,56.25,0.125,0.5465587044534412,16
SPS/SAA,raw,7,2,75.0,0.5,0.75,16
SPS/SAA,raw,7,3,81.25,0.625,0.8056680161943319,16
SPS/SAA,raw,7,4,62.5,0.25,0.6190476190476191,16
SPS/SAA,raw,7,5,87.5,0.75,0.873015873015873,16
SPS/SAA,raw,8,1,43.75,-0.125,0.43529411764705883,16
SPS/SAA,raw,8,2,43.75,-0.125,0.41700404858299595,16
SPS/SAA,raw,8,3,50.0,0.0,0.5,16
SPS/SAA,raw,8,4,50.0,0.0,0.5,16
SPS/SAA,raw,8,5,31.25,-0.375,0.30980392156862746,16
SPS/SAA,raw,9,1,37.5,-0.25,0.36507936507936506,16
SPS/SAA,raw,9,2,50.0,0.0,0.5,16
