pair,mode,subject,fold,acc,kappa,f1,n
SPS/SAA,raw,9,3,43.75,-0.125,0.43529411764705883,16
SPS/SAA,raw,9,4,31.25,-0.375,0.2874493927125506,16
SPS/SAA,raw,9,5,43.75,-0.125,0.41700404858299595,16
SPS/SAA,raw,10,1,68.75,0.375,0.6862745098039216,16
SPS/SAA,raw,10,2,37.5,-0.25,0.375,16
SPS/SAA,raw,10,3,37.5,-0.25,0.36507936507936506,16
SPS/SAA,raw,10,4,75.0,0.5,0.75,16
SPS/SAA,raw,10,5,56.25,0.125,0.5465587044534412,16
SPS/SAA,raw,11,1,68.75,0.375,0.6761133603238867,16
SPS/SAA,raw,11,2,62.5,0.25,0.6,16
SPS/SAA,raw,11,3,31.25,-0.375,0.30980392156862746,16
SPS/SAA,raw,11,4,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,11,5,37.5,-0.25,0.375,16
SPS/SAA,raw,12,1,68.75,0.375,0.6862745098039216,16
SPS/SAA,raw,12,2,68.75,0.375,0.6862745098039216,16
SPS/SAA,raw,12,3,56.25,0.125,0.5465587044534412,16
SPS/SAA,raw,12,4,37.5,-0.25,0.375,16
SPS/SAA,raw,12,5,81.25,0.625,0.8056680161943319,16
SPS/SAA,raw,13,1,50.0,0.0,0.4920634920634921,16
SPS/SAA,raw,13,2,43.75,-0.125,0.37662337662337664,16
SPS/SAA,raw,13,3,68.75,0.375,0.6761133603238867,16
SPS/SAA,raw,13,4,68.75,0.375,0.6862745098039216,16
SPS/SAA,raw,13,5,62.5,0.25,0.6,16
SPS/SAA,raw,14,1,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,14,2,37.5,-0.25,0.36507936507936506,16
SPS/SAA,raw,14,3,62.5,0.25,0.625,16
SPS/SAA,raw,14,4,75.0,0.5,0.746031746031746,16
SPS/SAA,raw,14,5,43.75,-0.125,0.41700404858299595,16
SPS/SAA,raw,15,1,43.75,-0.125,0.37662337662337664,16
SPS/SAA,raw,15,2,68.75,0.375,0.6761133603238867,16
SPS/SAA,raw,15,3,50.0,0.0,0.4920634920634921,16
SPS/SAA,raw,15,4,50.0,0.0,0.4666666666666667,16
SPS/SAA,raw,15,5,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,16,1,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,16,2,50.0,0.0,0.4920634920634921,16
SPS/SAA,raw,16,3,50.0,0.0,0.4666666666666667,16
SPS/SAA,raw,16,4,50.0,0.0,0.5,16
SPS/SAA,raw,16,5,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,17,1,56.25,0.125,0.5465587044534412,16
SPS/SAA,raw,17,2,43.75,-0.125,0.43529411764705883,16
SPS/SAA,raw,17,3,37.5,-0.25,0.375,16
SPS/SAA,raw,17,4,43.75,-0.125,0.43529411764705883,16
SPS/SAA,raw,17,5,62.5,0.25,0.625,16
SPS/SAA,raw,18,1,37.5,-0.25,0.36507936507936506,16
SPS/SAA,raw,18,2,62.5,0.25,0.6190476190476191,16
SPS/SAA,raw,18,3,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,18,4,56.25,0.125,0.5607843137254902,16
SPS/SAA,raw,18,5,87.5,0.75,0.873015873015873,16
SPS/SFE,fbc,1,1,50.0,0.0,0.4984520123839009,18
SPS/SFE,fbc,1,2,38.88888888888889,-0.2222222222222222,0.3377926421404682,18
SPS/SFE,fbc,1,3,55.55555555555556,0.11111111111111116,0.55,18
SPS/SFE,fbc,1,4,55.55555555555556,0.11111111111111116,0.55,18
SPS/SFE,fbc,1,5,44.44444444444444,-0.11111111111111116,0.41558441558441556,18
SPS/SFE,fbc,2,1,43.75,-0.125,0.43529411764705883,16
SPS/SFE,fbc,2,2,43.75,-0.125,0.43529411764705883,16
SPS/SFE,fbc,2,3,18.75,-0.625,0.15789473684210525,16
SPS/SFE,fbc,2,4,56.25,0.125,0.5465587044534412,16
SPS/SFE,fbc,2,5,56.25,0.125,0.45893719806763283,16
SPS/SFE,fbc,3,1,43.75,-0.125,0.41700404858299595,16
SPS/SFE,fbc,3,2,68.75,0.375,0.6862745098039216,16
SPS/SFE,fbc,3,3,68.75,0.375,0.6761133603238867,16
SPS/SFE,fbc,3,4,68.75,0.375,0.6536796536796536,16
SPS/SFE,fbc,3,5,87.5,0.75,0.875,16
SPS/SFE,fbc,4,1,68.75,0.375,0.6862745098039216,16
SPS/SFE,fbc,4,2,62.5,0.25,0.6,16
SPS/SFE,fbc,4,3,62.5,0.25,0.625,16
SPS/SFE,fbc,4,4,62.5,0.25,0.6190476190476191,16
SPS/SFE,fbc,4,5,68.75,0.375,0.6761133603238867,16
SPS/SFE,fbc,5,1,29.411764705882355,-0.41666666666666674,0.29166666666666663,17
SPS/SFE,fbc,5,2,81.25,0.625,0.8117647058823529,16
SPS/SFE,fbc,5,3,43.75,-0.125,0.41700404858299595,16
SPS/SFE,fbc,5,4,62.5,0.25,0.6,16
SPS/SFE,fbc,5,5,56.25,0.125,0.5465587044534412,16
SPS/SFE,fbc,6,1,50.0,0.0,0.4666666666666667,16
SPS/SFE,fbc,6,2,75.0,0.5,0.746031746031746,16
SPS/SFE,fbc,6,3,81.25,0.625,0.8117647058823529,16
SPS/SFE,fbc,6,4,56.25,0.125,0.5465587044534412,16
SPS/SFE,fbc,6,5,50.0,0.0,0.4666666666666667,16
SPS/SFE,fbc,7,1,68.75,0.375,0.6536796536796536,16
SPS/SFE,fbc,7,2,56.25,0.125,0.5607843137254902,16
SPS/SFE,fbc,7,3,50.0,0.0,0.4666666666666667,16
SPS/SFE,fbc,7,4,56.25,0.125,0.45893719806763283,16
SPS/SFE,fbc,7,5,56.25,0.125,0.5607843137254902,16
SPS/SFE,fbc,8,1,68.75,0.375,0.6761133603238867,16
SPS/SFE,fbc,8,2,37.5,-0.25,0.2727272727272727,16
SPS/SFE,fbc,8,3,31.25,-0.375,0.30980392156862746,16
SPS/SFE,fbc,8,4,50.0,0.0,0.4666666666666667,16
SPS/SFE,fbc,8,5,56.25,0.125,0.5151515151515151,16
SPS/SFE,fbc,9,1,56.25,0.125,0.5607843137254902,16
SPS/SFE,fbc,9,2,50.0,0.0,0.4920634920634921,16
SPS/SFE,fbc,9,3,37.5,-0.25,0.375,16
SPS/SFE,fbc,9,4,43.75,-0.125,0.41700404858299595,16
SPS/SFE,fbc,9,5,37.5,-0.25,0.2727272727272727,16
SPS/SFE,fbc,10,1,56.25,0.125,0.5151515151515151,16
SPS/SFE,fbc,10,2,43.75,-0.125,0.37662337662337664,16
SPS/SFE,fbc,10,3,56.25,0.125,0.5607843137254902,16
SPS/SFE,fbc,10,4,62.5,0.25,0.6,16
SPS/SFE,fbc,10,5,56.25,0.125,0.5151515151515151,16
SPS/SFE,fbc,11,1,62.5,0.25,0.6190476190476191,16
SPS/SFE,fbc,11,2,62.5,0.25,0.625,16
SPS/SFE,fbc,11,3,43.75,-0.125,0.43529411764705883,16
SPS/SFE,fbc,11,4,43.75,-0.125,0.37662337662337664,16
SPS/SFE,fbc,11,5,50.0,0.0,0.5,16
SPS/SFE,fbc,12,1,43.75,-0.125,0.41700404858299595,16
SPS/SFE,fbc,12,2,56.25,0.125,0.5607843137254902,16
SPS/SFE,fbc,12,3,75.0,0.5,0.746031746031746,16
SPS/SFE,fbc,12,4,62.5,0.25,0.6190476190476191,16
SPS/SFE,fbc,12,5,50.0,0.0,0.4920634920634921,16
SPS/SFE,fbc,13,1,68.75,0.375,0.6862745098039216,16
SPS/SFE,fbc,13,2,62.5,0.25,0.5636363636363637,16
SPS/SFE,fbc,13,3,62.5,0.25,0.6190476190476191,16
SPS/SFE,fbc,13,4,62.5,0.25,0.625,16
SPS/SFE,fbc,13,5,56.25,0.125,0.5607843137254902,16
SPS/SFE,fbc,14,1,50.0,0.0,0.5,16
SPS/SFE,fbc,14,2,50.0,0.0,0.4666666666666667,16
SPS/SFE,fbc,14,3,43.75,-0.125,0.43529411764705883,16
SPS/SFE,fbc,14,4,56.25,0.125,0.5465587044534412,16
SPS/SFE,fbc,14,5,18.75,-0.625,0.1843137254901961,16
SPS/SFE,fbc,15,1,56.25,0.125,0.5151515151515151,16
SPS/SFE,fbc,15,2,68.75,0.375,0.6761133603238867,16
SPS/SFE,fbc,15,3,50.0,0.0,0.4920634920634921,16
SPS/SFE,fbc,15,4,43.75,-0.125,0.41700404858299595,16
SPS/SFE,fbc,15,5,56.25,0.125,0.5607843137254902,16
SPS/SFE,fbc,16,1,56.25,0.125,0.5151515151515151,16
SPS/SFE,fbc,16,2,56.25,0.125,0.5465587044534412,16
SPS/SFE,fbc,16,3,50.0,0.0,0.4920634920634921,16
SPS/SFE,fbc,16,4,37.5,-0.25,0.2727272727272727,16
SPS/SFE,fbc,16,5,56.25,0.125,0.5607843137254902,16
SPS/SFE,fbc,17,1,31.25,-0.375,0.2874493927125506,16
SPS/SFE,fbc,17,2,50.0,0.0,0.4666666666666667,16
SPS/SFE,fbc,17,3,68.75,0.375,0.6862745098039216,16
SPS/SFE,fbc,17,4,43.75,-0.125,0.43529411764705883,16
SPS/SFE,fbc,17,5,62.5,0.25,0.6190476190476191,16
SPS/SFE,fbc,18,1,62.5,0.25,0.6190476190476191,16
SPS/SFE,fbc,18,2,81.25,0.625,0.8117647058823529,16
SPS/SFE,fbc,18,3,87.5,0.75,0.875,16
SPS/SFE,fbc,18,4,50.0,0.0,0.4920634920634921,16
SPS/SFE,fbc,18,5,68.75,0.375,0.6862745098039216,16
SPS/SFE,raw,1,1,55.55555555555556,0.11111111111111116,0.55,18
SPS/SFE,raw,1,2,38.88888888888889,-0.2222222222222222,0.37142857142857144,18
SPS/SFE,raw,1,3,50.0,0.0,0.4857142857142857,18
SPS/SFE,raw,1,4,55.55555555555556,0.11111111111111116,0.55,18
SPS/SFE,raw,1,5,44.44444444444444,-0.11111111111111116,0.4375,18
SPS/SFE,raw,2,1,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,2,2,50.0,0.0,0.4920634920634921,16
SPS/SFE,raw,2,3,50.0,0.0,0.4920634920634921,16
SPS/SFE,raw,2,4,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,2,5,50.0,0.0,0.4181818181818182,16
SPS/SFE,raw,3,1,62.5,0.25,0.6190476190476191,16
SPS/SFE,raw,3,2,62.5,0.25,0.6190476190476191,16
SPS/SFE,raw,3,3,68.75,0.375,0.6761133603238867,16
SPS/SFE,raw,3,4,93.75,0.875,0.9372549019607843,16
SPS/SFE,raw,3,5,75.0,0.5,0.7333333333333334,16
SPS/SFE,raw,4,1,56.25,0.125,0.5465587044534412,16
SPS/SFE,raw,4,2,68.75,0.375,0.6862745098039216,16
SPS/SFE,raw,4,3,62.5,0.25,0.625,16
SPS/SFE,raw,4,4,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,4,5,68.75,0.375,0.6761133603238867,16
SPS/SFE,raw,5,1,35.294117647058826,-0.289655172413793,0.35294117647058826,17
SPS/SFE,raw,5,2,62.5,0.25,0.6190476190476191,16
SPS/SFE,raw,5,3,50.0,0.0,0.4920634920634921,16
SPS/SFE,raw,5,4,68.75,0.375,0.6862745098039216,16
SPS/SFE,raw,5,5,37.5,-0.25,0.2727272727272727,16
SPS/SFE,raw,6,1,50.0,0.0,0.5,16
SPS/SFE,raw,6,2,75.0,0.5,0.746031746031746,16
SPS/SFE,raw,6,3,81.25,0.625,0.8117647058823529,16
SPS/SFE,raw,6,4,75.0,0.5,0.746031746031746,16
SPS/SFE,raw,6,5,43.75,-0.125,0.43529411764705883,16
SPS/SFE,raw,7,1,68.75,0.375,0.6862745098039216,16
SPS/SFE,raw,7,2,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,7,3,81.25,0.625,0.8056680161943319,16
SPS/SFE,raw,7,4,37.5,-0.25,0.3333333333333333,16
SPS/SFE,raw,7,5,50.0,0.0,0.4920634920634921,16
SPS/SFE,raw,8,1,43.75,-0.125,0.43529411764705883,16
SPS/SFE,raw,8,2,37.5,-0.25,0.36507936507936506,16
SPS/SFE,raw,8,3,25.0,-0.5,0.25,16
SPS/SFE,raw,8,4,37.5,-0.25,0.375,16
SPS/SFE,raw,8,5,43.75,-0.125,0.43529411764705883,16
SPS/SFE,raw,9,1,50.0,0.0,0.5,16
SPS/SFE,raw,9,2,56.25,0.125,0.5465587044534412,16
SPS/SFE,raw,9,3,43.75,-0.125,0.41700404858299595,16
SPS/SFE,raw,9,4,43.75,-0.125,0.37662337662337664,16
SPS/SFE,raw,9,5,43.75,-0.125,0.30434782608695654,16
SPS/SFE,raw,10,1,43.75,-0.125,0.43529411764705883,16
SPS/SFE,raw,10,2,43.75,-0.125,0.43529411764705883,16
SPS/SFE,raw,10,3,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,10,4,56.25,0.125,0.5465587044534412,16
SPS/SFE,raw,10,5,62.5,0.25,0.5636363636363637,16
SPS/SFE,raw,11,1,62.5,0.25,0.6190476190476191,16
SPS/SFE,raw,11,2,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,11,3,43.75,-0.125,0.43529411764705883,16
SPS/SFE,raw,11,4,25.0,-0.5,0.2,16
SPS/SFE,raw,11,5,50.0,0.0,0.4920634920634921,16
SPS/SFE,raw,12,1,68.75,0.375,0.6862745098039216,16
SPS/SFE,raw,12,2,68.75,0.375,0.6862745098039216,16
SPS/SFE,raw,12,3,68.75,0.375,0.6761133603238867,16
SPS/SFE,raw,12,4,62.5,0.25,0.6190476190476191,16
SPS/SFE,raw,12,5,31.25,-0.375,0.2874493927125506,16
SPS/SFE,raw,13,1,75.0,0.5,0.75,16
SPS/SFE,raw,13,2,50.0,0.0,0.4920634920634921,16
SPS/SFE,raw,13,3,68.75,0.375,0.6536796536796536,16
SPS/SFE,raw,13,4,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,13,5,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,14,1,50.0,0.0,0.4666666666666667,16
SPS/SFE,raw,14,2,43.75,-0.125,0.43529411764705883,16
SPS/SFE,raw,14,3,50.0,0.0,0.4920634920634921,16
SPS/SFE,raw,14,4,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,14,5,31.25,-0.375,0.30980392156862746,16
SPS/SFE,raw,15,1,56.25,0.125,0.5465587044534412,16
SPS/SFE,raw,15,2,56.25,0.125,0.5465587044534412,16
SPS/SFE,raw,15,3,37.5,-0.25,0.36507936507936506,16
SPS/SFE,raw,15,4,37.5,-0.25,0.3333333333333333,16
SPS/SFE,raw,15,5,62.5,0.25,0.6190476190476191,16
SPS/SFE,raw,16,1,62.5,0.25,0.625,16
SPS/SFE,raw,16,2,43.75,-0.125,0.41700404858299595,16
SPS/SFE,raw,16,3,43.75,-0.125,0.43529411764705883,16
SPS/SFE,raw,16,4,75.0,0.5,0.746031746031746,16
SPS/SFE,raw,16,5,56.25,0.125,0.5465587044534412,16
SPS/SFE,raw,17,1,62.5,0.25,0.6190476190476191,16
SPS/SFE,raw,17,2,50.0,0.0,0.5,16
SPS/SFE,raw,17,3,56.25,0.125,0.5151515151515151,16
SPS/SFE,raw,17,4,62.5,0.25,0.5636363636363637,16
SPS/SFE,raw,17,5,50.0,0.0,0.4920634920634921,16
SPS/SFE,raw,18,1,75.0,0.5,0.75,16
SPS/SFE,raw,18,2,81.25,0.625,0.8056680161943319,16
SPS/SFE,raw,18,3,81.25,0.625,0.8117647058823529,16
SPS/SFE,raw,18,4,56.25,0.125,0.5607843137254902,16
SPS/SFE,raw,18,5,81.25,0.625,0.8117647058823529,16
WAA/EFE,fbc,1,1,66.66666666666666,0.33333333333333326,0.6666666666666666,18
WAA/EFE,fbc,1,2,66.66666666666666,0.33333333333333326,0.6625,18
WAA/EFE,fbc,1,3,61.111111111111114,0.22222222222222232,0.6,18
WAA/EFE,fbc,1,4,72.22222222222221,0.4444444444444444,0.6989966555183946,18
WAA/EFE,fbc,1,5,77.77777777777779,0.5555555555555556,0.775,18
WAA/EFE,fbc,2,1,62.5,0.25,0.6190476190476191,16
WAA/EFE,fbc,2,2,43.75,-0.125,0.43529411764705883,16
WAA/EFE,fbc,2,3,56.25,0.125,0.5465587044534412,16
WAA/EFE,fbc,2,4,62.5,0.25,0.625,16
WAA/EFE,fbc,2,5,50.0,0.0,0.4666666666666667,16
WAA/EFE,fbc,3,1,37.5,-0.25,0.375,16
WAA/EFE,fbc,3,2,62.5,0.25,0.6,16
WAA/EFE,fbc,3,3,75.0,0.5,0.75,16
WAA/EFE,fbc,3,4,31.25,-0.375,0.30980392156862746,16
WAA/EFE,fbc,3,5,37.5,-0.25,0.36507936507936506,16
WAA/EFE,fbc,4,1,75.0,0.5,0.746031746031746,16
WAA/EFE,fbc,4,2,56.25,0.125,0.5465587044534412,16
WAA/EFE,fbc,4,3,56.25,0.125,0.5607843137254902,16
WAA/EFE,fbc,4,4,62.5,0.25,0.6190476190476191,16
WAA/EFE,fbc,4,5,56.25,0.125,0.5607843137254902,16
WAA/EFE,fbc,5,1,56.25,0.125,0.45893719806763283,16
WAA/EFE,fbc,5,2,50.0,0.0,0.4666666666666667,16
WAA/EFE,fbc,5,3,43.75,-0.125,0.43529411764705883,16
WAA/EFE,fbc,5,4,62.5,0.25,0.625,16
WAA/EFE,fbc,5,5,50.0,0.0,0.4920634920634921,16
WAA/EFE,fbc,6,1,81.25,0.625,0.8117647058823529,16
WAA/EFE,fbc,6,2,56.25,0.125,0.5607843137254902,16
WAA/EFE,fbc,6,3,50.0,0.0,0.5,16
WAA/EFE,fbc,6,4,31.25,-0.375,0.2874493927125506,16
WAA/EFE,fbc,6,5,43.75,-0.125,0.43529411764705883,16
WAA/EFE,fbc,7,1,81.25,0.625,0.8117647058823529,16
WAA/EFE,fbc,7,2,62.5,0.25,0.6190476190476191,16
WAA/EFE,fbc,7,3,68.75,0.375,0.6862745098039216,16
WAA/EFE,fbc,7,4,50.0,0.0,0.4181818181818182,16
WAA/EFE,fbc,7,5,50.0,0.0,0.4920634920634921,16
WAA/EFE,fbc,8,1,56.25,0.125,0.5607843137254902,16
WAA/EFE,fbc,8,2,62.5,0.25,0.6190476190476191,16
WAA/EFE,fbc,8,3,56.25,0.125,0.5151515151515151,16
WAA/EFE,fbc,8,4,43.75,-0.125,0.43529411764705883,16
WAA/EFE,fbc,8,5,37.5,-0.25,0.2727272727272727,16
WAA/EFE,fbc,9,1,81.25,0.625,0.8056680161943319,16
WAA/EFE,fbc,9,2,50.0,0.0,0.5,16
WAA/EFE,fbc,9,3,56.25,0.125,0.5607843137254902,16
WAA/EFE,fbc,9,4,68.75,0.375,0.6862745098039216,16
WAA/EFE,fbc,9,5,43.75,-0.125,0.37662337662337664,16
WAA/EFE,fbc,10,1,68.75,0.375,0.6862745098039216,16
WAA/EFE,fbc,10,2,37.5,-0.25,0.36507936507936506,16
WAA/EFE,fbc,10,3,43.75,-0.125,0.41700404858299595,16
WAA/EFE,fbc,10,4,31.25,-0.375,0.30980392156862746,16
WAA/EFE,fbc,10,5,43.75,-0.125,0.41700404858299595,16
WAA/EFE,fbc,11,1,37.5,-0.25,0.36507936507936506,16
WAA/EFE,fbc,11,2,75.0,0.5,0.746031746031746,16
WAA/EFE,fbc,11,3,43.75,-0.125,0.37662337662337664,16
WAA/EFE,fbc,11,4,43.75,-0.125,0.41700404858299595,16
WAA/EFE,fbc,11,5,37.5,-0.25,0.3333333333333333,16
WAA/EFE,fbc,12,1,37.5,-0.25,0.36507936507936506,16
WAA/EFE,fbc,12,2,43.75,-0.125,0.37662337662337664,16
WAA/EFE,fbc,12,3,56.25,0.125,0.45893719806763283,16
WAA/EFE,fbc,12,4,37.5,-0.25,0.375,16
WAA/EFE,fbc,12,5,50.0,0.0,0.5,16
WAA/EFE,fbc,13,1,31.25,-0.375,0.2874493927125506,16
WAA/EFE,fbc,13,2,43.75,-0.125,0.41700404858299595,16
WAA/EFE,fbc,13,3,50.0,0.0,0.4920634920634921,16
WAA/EFE,fbc,13,4,43.75,-0.125,0.43529411764705883,16
WAA/EFE,fbc,13,5,68.75,0.375,0.6536796536796536,16
WAA/EFE,fbc,14,1,75.0,0.5,0.746031746031746,16
WAA/EFE,fbc,14,2,56.25,0.125,0.5607843137254902,16
WAA/EFE,fbc,14,3,68.75,0.375,0.6761133603238867,16
WAA/EFE,fbc,14,4,62.5,0.25,0.625,16
WAA/EFE,fbc,14,5,81.25,0.625,0.8117647058823529,16
WAA/EFE,fbc,15,1,50.0,0.0,0.5,16
WAA/EFE,fbc,15,2,50.0,0.0,0.4666666666666667,16
WAA/EFE,fbc,15,3,81.25,0.625,0.8117647058823529,16
WAA/EFE,fbc,15,4,81.25,0.625,0.8056680161943319,16
WAA/EFE,fbc,15,5,56.25,0.125,0.5607843137254902,16
WAA/EFE,fbc,16,1,50.0,0.0,0.4666666666666667,16
WAA/EFE,fbc,16,2,50.0,0.0,0.4920634920634921,16
WAA/EFE,fbc,16,3,62.5,0.25,0.6190476190476191,16
WAA/EFE,fbc,16,4,56.25,0.125,0.45893719806763283,16
WAA/EFE,fbc,16,5,62.5,0.25,0.6190476190476191,16
WAA/EFE,fbc,17,1,68.75,0.375,0.6536796536796536,16
WAA/EFE,fbc,17,2,68.75,0.375,0.6761133603238867,16
WAA/EFE,fbc,17,3,68.75,0.375,0.6761133603238867,16
WAA/EFE,fbc,17,4,50.0,0.0,0.4666666666666667,16
WAA/EFE,fbc,17,5,50.0,0.0,0.4920634920634921,16
WAA/EFE,fbc,18,1,56.25,0.125,0.5607843137254902,16
WAA/EFE,fbc,18,2,43.75,-0.125,0.43529411764705883,16
WAA/EFE,fbc,18,3,62.5,0.25,0.625,16
WAA/EFE,fbc,18,4,75.0,0.5,0.746031746031746,16
WAA/EFE,fbc,18,5,62.5,0.25,0.5636363636363637,16
WAA/EFE,raw,1,1,55.55555555555556,0.11111111111111116,0.55,18
WAA/EFE,raw,1,2,83.33333333333334,0.6666666666666667,0.8285714285714285,18
WAA/EFE,raw,1,3,77.77777777777779,0.5555555555555556,0.775,18
WAA/EFE,raw,1,4,61.111111111111114,0.22222222222222232,0.609907120743034,18
WAA/EFE,raw,1,5,66.66666666666666,0.33333333333333326,0.6666666666666666,18
WAA/EFE,raw,2,1,56.25,0.125,0.5465587044534412,16
WAA/EFE,raw,2,2,31.25,-0.375,0.30980392156862746,16
WAA/EFE,raw,2,3,75.0,0.5,0.746031746031746,16
WAA/EFE,raw,2,4,43.75,-0.125,0.37662337662337664,16
WAA/EFE,raw,2,5,68.75,0.375,0.6761133603238867,16
WAA/EFE,raw,3,1,62.5,0.25,0.625,16
WAA/EFE,raw,3,2,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,3,3,68.75,0.375,0.6862745098039216,16
WAA/EFE,raw,3,4,37.5,-0.25,0.3333333333333333,16
WAA/EFE,raw,3,5,50.0,0.0,0.5,16
WAA/EFE,raw,4,1,81.25,0.625,0.8117647058823529,16
WAA/EFE,raw,4,2,68.75,0.375,0.6862745098039216,16
WAA/EFE,raw,4,3,81.25,0.625,0.8117647058823529,16
WAA/EFE,raw,4,4,87.5,0.75,0.875,16
WAA/EFE,raw,4,5,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,5,1,56.25,0.125,0.5151515151515151,16
WAA/EFE,raw,5,2,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,5,3,43.75,-0.125,0.41700404858299595,16
WAA/EFE,raw,5,4,31.25,-0.375,0.30980392156862746,16
WAA/EFE,raw,5,5,56.25,0.125,0.5465587044534412,16
WAA/EFE,raw,6,1,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,6,2,43.75,-0.125,0.43529411764705883,16
WAA/EFE,raw,6,3,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,6,4,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,6,5,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,7,1,37.5,-0.25,0.375,16
WAA/EFE,raw,7,2,68.75,0.375,0.6862745098039216,16
WAA/EFE,raw,7,3,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,7,4,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,7,5,68.75,0.375,0.6761133603238867,16
WAA/EFE,raw,8,1,68.75,0.375,0.6862745098039216,16
WAA/EFE,raw,8,2,75.0,0.5,0.75,16
WAA/EFE,raw,8,3,68.75,0.375,0.6862745098039216,16
WAA/EFE,raw,8,4,50.0,0.0,0.5,16
WAA/EFE,raw,8,5,68.75,0.375,0.6761133603238867,16
WAA/EFE,raw,9,1,56.25,0.125,0.5151515151515151,16
WAA/EFE,raw,9,2,62.5,0.25,0.6190476190476191,16
WAA/EFE,raw,9,3,81.25,0.625,0.8117647058823529,16
WAA/EFE,raw,9,4,62.5,0.25,0.6190476190476191,16
WAA/EFE,raw,9,5,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,10,1,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,10,2,43.75,-0.125,0.37662337662337664,16
WAA/EFE,raw,10,3,62.5,0.25,0.6,16
WAA/EFE,raw,10,4,43.75,-0.125,0.41700404858299595,16
WAA/EFE,raw,10,5,56.25,0.125,0.5465587044534412,16
WAA/EFE,raw,11,1,37.5,-0.25,0.375,16
WAA/EFE,raw,11,2,68.75,0.375,0.6761133603238867,16
WAA/EFE,raw,11,3,43.75,-0.125,0.37662337662337664,16
WAA/EFE,raw,11,4,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,11,5,43.75,-0.125,0.43529411764705883,16
WAA/EFE,raw,12,1,50.0,0.0,0.5,16
WAA/EFE,raw,12,2,56.25,0.125,0.5465587044534412,16
WAA/EFE,raw,12,3,31.25,-0.375,0.2874493927125506,16
WAA/EFE,raw,12,4,43.75,-0.125,0.43529411764705883,16
WAA/EFE,raw,12,5,37.5,-0.25,0.3333333333333333,16
WAA/EFE,raw,13,1,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,13,2,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,13,3,50.0,0.0,0.5,16
WAA/EFE,raw,13,4,43.75,-0.125,0.43529411764705883,16
WAA/EFE,raw,13,5,68.75,0.375,0.6536796536796536,16
WAA/EFE,raw,14,1,81.25,0.625,0.8056680161943319,16
WAA/EFE,raw,14,2,56.25,0.125,0.5465587044534412,16
WAA/EFE,raw,14,3,56.25,0.125,0.5151515151515151,16
WAA/EFE,raw,14,4,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,14,5,81.25,0.625,0.8117647058823529,16
WAA/EFE,raw,15,1,43.75,-0.125,0.43529411764705883,16
WAA/EFE,raw,15,2,62.5,0.25,0.6,16
WAA/EFE,raw,15,3,18.75,-0.625,0.1843137254901961,16
WAA/EFE,raw,15,4,75.0,0.5,0.746031746031746,16
WAA/EFE,raw,15,5,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,16,1,56.25,0.125,0.5151515151515151,16
WAA/EFE,raw,16,2,50.0,0.0,0.4920634920634921,16
WAA/EFE,raw,16,3,68.75,0.375,0.6862745098039216,16
WAA/EFE,raw,16,4,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,16,5,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,17,1,81.25,0.625,0.8117647058823529,16
WAA/EFE,raw,17,2,62.5,0.25,0.6190476190476191,16
WAA/EFE,raw,17,3,62.5,0.25,0.6190476190476191,16
WAA/EFE,raw,17,4,68.75,0.375,0.6761133603238867,16
WAA/EFE,raw,17,5,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,18,1,68.75,0.375,0.6862745098039216,16
WAA/EFE,raw,18,2,56.25,0.125,0.5607843137254902,16
WAA/EFE,raw,18,3,62.5,0.25,0.6190476190476191,16
WAA/EFE,raw,18,4,68.75,0.375,0.6862745098039216,16
